,Unique_ID,Class_1_Probability
137,Candidate_14210,0.45484686944338026
138,Candidate_54019,0.41238476783231437
139,Candidate_21176,0.4912650731784023
140,Candidate_42170,0.43032403831727706
141,Candidate_6825,0.3565276412854896
142,Candidate_3041,0.4460965922985691
143,Candidate_20686,0.39620236168133477
144,Candidate_36641,0.49565256415152886
145,Candidate_9642,0.29562340323055913
146,Candidate_12456,0.48123334368641535
147,Candidate_49195,0.15259808166708852
148,Candidate_14330,0.1816362391902603
149,Candidate_39917,0.41473977901878795
150,Candidate_33093,0.5514548158255271
151,Candidate_41094,0.41607498222464673
152,Candidate_4510,0.31088929848180397
153,Candidate_39242,0.5064929857827265
154,Candidate_33292,0.23345750750609012
155,Candidate_38319,0.46677923653526865
156,Candidate_26128,0.25877433407769396
157,Candidate_6466,0.3528930397278269
158,Candidate_15816,0.34633767102846535
159,Candidate_9883,0.3965682635739067
160,Candidate_40472,0.31404614011866117
161,Candidate_15348,0.46598926920154743
162,Candidate_35662,0.3457404502903461
163,Candidate_46351,0.31072010093247243
164,Candidate_40235,0.1499905010811573
165,Candidate_9825,0.579580928592982
166,Candidate_48150,0.30532765547394075
167,Candidate_31113,0.4769509391907958
168,Candidate_17024,0.3552298338639154
169,Candidate_1364,0.38973599651517776
170,Candidate_23393,0.4983904695116396
171,Candidate_34592,0.31621065619279426
172,Candidate_38424,0.3734098739049911
173,Candidate_49610,0.23870629341121413
174,Candidate_51850,0.4074941919724302
175,Candidate_4703,0.3993726404436844
176,Candidate_17422,0.5338305240896858
177,Candidate_41252,0.30503224173098203
178,Candidate_42649,0.41957876461306903
179,Candidate_14500,0.31757249913236174
180,Candidate_3485,0.31204548309388896
181,Candidate_3829,0.3287599104450202
182,Candidate_19581,0.5288458562266255
183,Candidate_8456,0.41108329104925245
184,Candidate_33351,0.537641604479708
185,Candidate_33871,0.28046049908619364
186,Candidate_22143,0.2366446299550967
187,Candidate_18169,0.24360635103737138
188,Candidate_13548,0.46897345957968833
189,Candidate_408,0.6658390470978697
190,Candidate_40242,0.24972040667353423
191,Candidate_6570,0.5160777156367163
192,Candidate_38676,0.3125545195748659
193,Candidate_36447,0.3923566774406979
194,Candidate_45291,0.49451567259380286
195,Candidate_17306,0.5414033259679691
196,Candidate_27886,0.3821357088088924
197,Candidate_41839,0.217457273609824
198,Candidate_12276,0.4219003990511772
199,Candidate_51518,0.35053236642409225
200,Candidate_36871,0.2172069340311209
201,Candidate_52832,0.5593735314251368
202,Candidate_51986,0.27321273137492197
203,Candidate_37465,0.21013872630738248
204,Candidate_10512,0.540839528692543
205,Candidate_30064,0.3753256757733006
206,Candidate_8838,0.4525813749360451
207,Candidate_28481,0.35147872178823736
208,Candidate_1639,0.43328972771994145
209,Candidate_29591,0.3534986982819252
210,Candidate_1066,0.4598596752434252
211,Candidate_54808,0.6095264584096779
212,Candidate_1935,0.5782474816385494
213,Candidate_2701,0.5411262912259525
214,Candidate_37246,0.2721600981842155
215,Candidate_30946,0.3331552030397677
216,Candidate_28990,0.07566197107124518
217,Candidate_3293,0.40344350219552383
218,Candidate_38234,0.43653996421610314
219,Candidate_24978,0.46077661655241786
220,Candidate_12804,0.299525852885198
221,Candidate_41426,0.34949172989265537
222,Candidate_17017,0.3057271680815172
223,Candidate_14809,0.45908391214586686
224,Candidate_30034,0.25903202690845645
225,Candidate_12496,0.5897598348083296
226,Candidate_44235,0.452872980353137
227,Candidate_9565,0.6353950182325562
228,Candidate_19089,0.29742959006845837
229,Candidate_27736,0.4492250531380459
230,Candidate_50306,0.3786720590435769
231,Candidate_1774,0.690736161588478
232,Candidate_47578,0.2833773600191774
233,Candidate_23074,0.2357516415452152
234,Candidate_14331,0.5074855643249827
235,Candidate_22187,0.2687502765556616
236,Candidate_12472,0.44375571982154616
237,Candidate_13061,0.4896752106155173
238,Candidate_29130,0.2407790860416299
239,Candidate_12748,0.23180047320371494
240,Candidate_18308,0.44251130216364654
241,Candidate_2634,0.43980759560181415
242,Candidate_14937,0.3906606803449314
243,Candidate_30183,0.26540051534378495
244,Candidate_47288,0.4875604011562843
245,Candidate_29605,0.26352970345155113
246,Candidate_46912,0.3247504968228944
247,Candidate_48938,0.24483187107841667
248,Candidate_45902,0.324037367499072
249,Candidate_21321,0.4875236637727794
250,Candidate_6132,0.1842637193575461
251,Candidate_21653,0.2545835560340942
252,Candidate_9009,0.3614422662455912
253,Candidate_21824,0.16812724818853228
254,Candidate_31843,0.37598467486597675
255,Candidate_11218,0.3688548778511119
256,Candidate_44673,0.4528966465759784
257,Candidate_37221,0.5031936205500652
258,Candidate_51947,0.3764590347626734
259,Candidate_54358,0.41043127038369165
260,Candidate_28117,0.3829349141462641
261,Candidate_28563,0.3744018372667468
262,Candidate_49156,0.5005585739589697
263,Candidate_37387,0.5335888158980184
264,Candidate_45424,0.5217779596218493
265,Candidate_50229,0.28464686212976675
266,Candidate_14557,0.3075067100258268
267,Candidate_7517,0.5399290134637216
268,Candidate_6543,0.38067521107935287
269,Candidate_47891,0.2716816581628037
270,Candidate_46760,0.3197879702439997
271,Candidate_22423,0.2974887189969153
272,Candidate_26412,0.4151246573264611
273,Candidate_41912,0.4079139185896214
274,Candidate_25328,0.48921308629775323
275,Candidate_48274,0.34750092183543246
276,Candidate_10588,0.5324854440992215
277,Candidate_46683,0.5061704986140453
278,Candidate_34541,0.6354366145355482
279,Candidate_31299,0.31249801123030174
280,Candidate_1408,0.480127131544492
281,Candidate_21597,0.3362751556861671
282,Candidate_17197,0.29571167200811316
283,Candidate_51790,0.5103385303009393
284,Candidate_29588,0.4866895193907503
285,Candidate_42830,0.39849256214936507
286,Candidate_3637,0.38554624627204215
287,Candidate_6273,0.34567455298743033
288,Candidate_4947,0.2770641111238227
289,Candidate_54361,0.4414193958685968
290,Candidate_11655,0.3907030831440357
291,Candidate_37203,0.458172923374223
292,Candidate_45041,0.23878466796162173
293,Candidate_9262,0.27103321184631923
294,Candidate_44912,0.21768119598500682
295,Candidate_35386,0.41460203954969616
296,Candidate_1586,0.536467969300596
297,Candidate_240,0.552448155559108
298,Candidate_834,0.45999371901894087
299,Candidate_17580,0.48105285776880147
300,Candidate_26731,0.44981830791998256
301,Candidate_4158,0.42873274810501616
302,Candidate_24617,0.14117212733896783
303,Candidate_46753,0.4514452991811151
304,Candidate_43459,0.26881319904749174
305,Candidate_50873,0.5226685025301485
306,Candidate_28435,0.4492307252792981
307,Candidate_44032,0.5116541170662683
308,Candidate_31089,0.24719038726694353
309,Candidate_5720,0.45236897945158777
310,Candidate_27545,0.43304063552724004
311,Candidate_3422,0.587979717020138
312,Candidate_1654,0.6578493233629827
313,Candidate_10971,0.4114644018235542
314,Candidate_18736,0.31718720311025556
315,Candidate_7612,0.31510008603498746
316,Candidate_2623,0.475273461965563
317,Candidate_26377,0.3419813336470789
318,Candidate_46238,0.4688508804588503
319,Candidate_44949,0.32701830475412086
320,Candidate_16734,0.4413940486006273
321,Candidate_47046,0.38241458812760304
322,Candidate_20787,0.3699191232944571
323,Candidate_13253,0.44935584429679404
324,Candidate_48912,0.3102418199901859
325,Candidate_13957,0.5363840423028072
326,Candidate_11347,0.41319095228644875
327,Candidate_10209,0.4171360168431133
328,Candidate_20978,0.26155021842407855
329,Candidate_7934,0.4008491964149873
330,Candidate_26097,0.25547870178512977
331,Candidate_18743,0.3410077628689067
332,Candidate_39711,0.230197285979035
333,Candidate_2758,0.31105232011190453
334,Candidate_10665,0.27592313497629034
335,Candidate_6542,0.18896820203336012
336,Candidate_9062,0.5074158224831362
337,Candidate_11334,0.3410394983588238
338,Candidate_10781,0.5014921289341367
339,Candidate_18033,0.5597195769234247
340,Candidate_35270,0.2929325118073449
341,Candidate_10925,0.2851601536496849
342,Candidate_36351,0.3791069747277511
343,Candidate_7604,0.34792466325743016
344,Candidate_26953,0.32096913006092714
345,Candidate_9494,0.369254148480945
346,Candidate_34499,0.40713374495448634
347,Candidate_20050,0.4484770104031382
348,Candidate_44843,0.3043836733161279
349,Candidate_21136,0.4275229033397529
350,Candidate_47630,0.39833271657262403
351,Candidate_8502,0.35146106417884837
352,Candidate_29682,0.4642736186719051
353,Candidate_20070,0.30629374795671954
354,Candidate_27229,0.3055980032032955
355,Candidate_7381,0.5523893836859938
356,Candidate_31137,0.2768469197529159
357,Candidate_17474,0.35250523662900846
358,Candidate_16342,0.49136980103107347
359,Candidate_16295,0.36656511449822543
360,Candidate_23535,0.31156866713462533
361,Candidate_43108,0.43690521854106074
362,Candidate_25361,0.3678826475447717
363,Candidate_27438,0.43635043890483743
364,Candidate_22001,0.19959814347360638
365,Candidate_22706,0.5193874850799178
366,Candidate_9435,0.2993221534525098
367,Candidate_4270,0.30847157179919793
368,Candidate_40738,0.3434539247920745
369,Candidate_51806,0.5306165706694621
370,Candidate_35246,0.21608000738949207
371,Candidate_22334,0.5965654518825193
372,Candidate_32263,0.5701235075892139
373,Candidate_25470,0.5242183525474235
374,Candidate_41368,0.35107585746959047
375,Candidate_5906,0.3423353901466715
376,Candidate_54850,0.5623565675689735
377,Candidate_31835,0.4070419115174745
378,Candidate_30338,0.5394532748861907
379,Candidate_49805,0.26593120548447885
380,Candidate_33461,0.3879098332532658
381,Candidate_50675,0.3421789501455759
382,Candidate_39672,0.4155322210867861
383,Candidate_20354,0.34468357895129254
384,Candidate_46050,0.22662721615830678
385,Candidate_22026,0.44186629321924104
386,Candidate_45085,0.17102482482930428
387,Candidate_44447,0.14976162111357064
388,Candidate_48857,0.6525986788127504
389,Candidate_36099,0.3979876206380056
390,Candidate_35299,0.4079388041036467
391,Candidate_20540,0.2767020380064339
392,Candidate_51119,0.3899156223225299
393,Candidate_25208,0.3022256655301389
394,Candidate_14371,0.4317248563080522
395,Candidate_1791,0.4240939402124738
396,Candidate_28686,0.2118320300673251
397,Candidate_18120,0.4702739605746999
398,Candidate_44017,0.358398588300229
399,Candidate_9182,0.5300439947942597
400,Candidate_53953,0.4820722766335075
401,Candidate_30179,0.4477359129719306
402,Candidate_27523,0.6824328445477101
403,Candidate_4850,0.5342865111819417
404,Candidate_53930,0.47633250788589243
405,Candidate_46666,0.4827661998511022
406,Candidate_312,0.45063264018479465
407,Candidate_51882,0.34614784420176536
408,Candidate_30744,0.17284256748891036
409,Candidate_41011,0.4612224072528646
410,Candidate_26947,0.5010828967287477
411,Candidate_18377,0.3882231467544361
412,Candidate_8410,0.3328443461432281
413,Candidate_38116,0.43411136731919875
414,Candidate_8531,0.33115286359442614
415,Candidate_27496,0.2676888411270901
416,Candidate_33792,0.25002937450606433
417,Candidate_33406,0.2493636113351087
418,Candidate_37288,0.23795665847151032
419,Candidate_45098,0.4060526887892245
420,Candidate_49606,0.5434444729728807
421,Candidate_39438,0.6254933271190527
422,Candidate_28460,0.4155259757090213
423,Candidate_40539,0.3889470620248635
424,Candidate_42473,0.1559398445393875
425,Candidate_24131,0.46610211664907697
426,Candidate_11764,0.4553889455779938
427,Candidate_22541,0.47430529488829676
428,Candidate_49557,0.37552787383296155
429,Candidate_3609,0.5860963994896253
430,Candidate_8155,0.44935808273972105
431,Candidate_10988,0.49749056183087415
432,Candidate_46215,0.34460279376316216
433,Candidate_29162,0.15784421867675144
434,Candidate_43227,0.5705652280440958
435,Candidate_40335,0.22204341397677294
436,Candidate_37138,0.365417583634985
437,Candidate_45306,0.5062646803099344
438,Candidate_46609,0.22071590537805258
439,Candidate_11631,0.5922781978533556
440,Candidate_28429,0.25682227058840007
441,Candidate_13767,0.308226446494985
442,Candidate_30611,0.523875002305451
443,Candidate_54760,0.3870758927217758
444,Candidate_14466,0.21828559757993107
445,Candidate_28133,0.2414324612755935
446,Candidate_5542,0.4484624867218538
447,Candidate_27964,0.3648426901012721
448,Candidate_43736,0.3766271217028467
449,Candidate_36880,0.3095622097895078
450,Candidate_26108,0.5590579301797555
451,Candidate_1881,0.30641361961726066
452,Candidate_97,0.2792688919885382
453,Candidate_23089,0.43050106885063905
454,Candidate_5113,0.5601155458825727
455,Candidate_25751,0.2711930768102765
456,Candidate_32534,0.31960302299360377
457,Candidate_29587,0.4789307386024419
458,Candidate_13906,0.24941408314767777
459,Candidate_18525,0.2923701708256126
460,Candidate_30683,0.29447733353234523
461,Candidate_44445,0.30316436567633254
462,Candidate_23655,0.49850323913681366
463,Candidate_21239,0.5537533993074104
464,Candidate_29859,0.23268308301688143
465,Candidate_46054,0.26087066571565176
466,Candidate_24736,0.47837625238079573
467,Candidate_51268,0.5337580865694476
468,Candidate_4344,0.5822542701214954
469,Candidate_18151,0.48367542948705133
470,Candidate_50506,0.519712333416491
471,Candidate_8821,0.5340650696162496
472,Candidate_21666,0.4121350285506015
473,Candidate_35352,0.5588455484697402
474,Candidate_42980,0.20426382417410108
475,Candidate_30178,0.33591484125907806
476,Candidate_28379,0.573620433741931
477,Candidate_25204,0.5357619196779443
478,Candidate_9873,0.5446766037000028
479,Candidate_37994,0.4983537902930532
480,Candidate_50572,0.43637022032662937
481,Candidate_25706,0.5137943307178617
482,Candidate_17310,0.5715388495232953
483,Candidate_39447,0.5926450233069293
484,Candidate_43566,0.4090506698501417
485,Candidate_19868,0.44940280343020605
486,Candidate_24730,0.48471825669520785
487,Candidate_31995,0.2584721758061896
488,Candidate_53795,0.23899813947900983
489,Candidate_41687,0.24343054016575316
490,Candidate_10330,0.5821399053854178
491,Candidate_47371,0.14728035812060802
492,Candidate_29979,0.2508113212470152
493,Candidate_27678,0.28853074092810016
494,Candidate_53714,0.4798576910854711
495,Candidate_15710,0.34094237438895564
496,Candidate_46803,0.24130140460594485
497,Candidate_16882,0.4064061140697336
498,Candidate_3973,0.43626850663996036
499,Candidate_37447,0.3396465624204217
500,Candidate_25627,0.46426220960276954
501,Candidate_52408,0.5065484059406958
502,Candidate_1590,0.5204169476976769
503,Candidate_26194,0.531455150862785
504,Candidate_9617,0.3430240174974497
505,Candidate_45791,0.24872921933222844
506,Candidate_31296,0.4273447520786203
507,Candidate_28764,0.545645927460627
508,Candidate_49847,0.42448962556997577
509,Candidate_36939,0.5302616206086076
510,Candidate_8068,0.44638577825360864
511,Candidate_47926,0.5222549024681445
512,Candidate_29733,0.33180148955566907
513,Candidate_38589,0.4604711154906388
514,Candidate_42232,0.2741891999774082
515,Candidate_53039,0.28662412113612246
516,Candidate_22435,0.11926269668469826
517,Candidate_2952,0.3562145318224187
518,Candidate_14334,0.19487700010054007
519,Candidate_35428,0.3255238776081689
520,Candidate_26457,0.4293001781433948
521,Candidate_25095,0.3398033698195733
522,Candidate_49192,0.2711267893203503
523,Candidate_25936,0.42995722492777855
524,Candidate_47120,0.2891189243861658
525,Candidate_39930,0.36788245986872914
526,Candidate_4273,0.4004374633397163
527,Candidate_21615,0.43439816535796644
528,Candidate_8196,0.5521909724660654
529,Candidate_4343,0.48475574021553625
530,Candidate_2750,0.5586250942574357
531,Candidate_3437,0.4293476088029775
532,Candidate_35570,0.45927290744855837
533,Candidate_11364,0.5829446165182697
534,Candidate_16874,0.37695144705759054
535,Candidate_10206,0.508715429415427
536,Candidate_25192,0.49311736770813835
537,Candidate_53538,0.3556295706302269
538,Candidate_52091,0.46006150077435226
539,Candidate_28715,0.3475067366631741
540,Candidate_51548,0.5699653066515017
541,Candidate_44831,0.3732211594228605
542,Candidate_4463,0.4198645350444911
543,Candidate_35255,0.4114832882324169
544,Candidate_17386,0.48376924169627855
545,Candidate_47089,0.3099525273772302
546,Candidate_2408,0.4974536152900111
547,Candidate_41539,0.2774564344285823
548,Candidate_30151,0.2932360878695298
549,Candidate_30354,0.46385445004514064
550,Candidate_30800,0.3467422836411369
551,Candidate_35251,0.3209898297243605
552,Candidate_41382,0.3074743290915683
553,Candidate_451,0.4787937995045619
554,Candidate_16947,0.28516498642845445
555,Candidate_40355,0.44364693446068254
556,Candidate_17669,0.42411929862505265
557,Candidate_53397,0.4286771614186302
558,Candidate_42800,0.21372665119675566
559,Candidate_13827,0.3284461226491898
560,Candidate_43511,0.4336641283767499
561,Candidate_51686,0.3120652384554073
562,Candidate_4413,0.4093765138198411
563,Candidate_19713,0.10230012108237077
564,Candidate_9474,0.4199419583618435
565,Candidate_6111,0.48363575460827235
566,Candidate_19286,0.3278477157045325
567,Candidate_15048,0.15606341368094284
568,Candidate_12406,0.5337144967715097
569,Candidate_19346,0.4208788238333148
570,Candidate_22352,0.25930346516952957
571,Candidate_50021,0.2766657769727005
572,Candidate_30655,0.4528507877212949
573,Candidate_11035,0.4870951801314173
574,Candidate_40188,0.16164422652864321
575,Candidate_578,0.38528483820136167
576,Candidate_30102,0.4909854478272399
577,Candidate_46637,0.2811697981642308
578,Candidate_2565,0.3816512293324224
579,Candidate_50652,0.4172464282065392
580,Candidate_7618,0.36794783222323196
581,Candidate_53313,0.44371241982778714
582,Candidate_29409,0.34430566289742803
583,Candidate_14898,0.19409410280460274
584,Candidate_23163,0.21142091153142825
585,Candidate_21008,0.4145586931668896
586,Candidate_8521,0.3823998679367728
587,Candidate_50637,0.4516601198447789
588,Candidate_39114,0.24383087367565467
589,Candidate_39402,0.5457323463222665
590,Candidate_25128,0.12322918812670505
591,Candidate_33364,0.4399131212277
592,Candidate_44320,0.29977467055803125
593,Candidate_31791,0.11708976404251158
594,Candidate_36984,0.2817420461396379
595,Candidate_50048,0.35630547554790204
596,Candidate_35986,0.18167244074603822
597,Candidate_40161,0.5788409680666399
598,Candidate_13657,0.4992529372706741
599,Candidate_20151,0.2186804917935477
600,Candidate_52688,0.5878366191855138
601,Candidate_438,0.3793581269843767
602,Candidate_28187,0.2456333044679188
603,Candidate_16209,0.34659973296913693
604,Candidate_46120,0.28398200373245275
605,Candidate_22533,0.31645125380258227
606,Candidate_14628,0.5033746806040442
607,Candidate_16036,0.4084124731622244
608,Candidate_3464,0.4339766692797573
609,Candidate_43209,0.5015329806351456
610,Candidate_47117,0.4905476088227773
611,Candidate_8204,0.4856959143880348
612,Candidate_8394,0.4825444003105115
613,Candidate_2199,0.3876636913292182
614,Candidate_10846,0.6466912106483298
615,Candidate_54834,0.47952937524222583
616,Candidate_54487,0.4930792510069776
617,Candidate_53735,0.40330804983592583
618,Candidate_38206,0.5600309221005433
619,Candidate_23002,0.4204869050984642
620,Candidate_50964,0.5007383792146574
621,Candidate_44382,0.36362842628075487
622,Candidate_48681,0.43726442240231933
623,Candidate_21555,0.3098638493504971
624,Candidate_34348,0.28732016505936553
625,Candidate_48424,0.4920581863095232
626,Candidate_19268,0.279545489730846
627,Candidate_36901,0.2577212644404342
628,Candidate_43781,0.3861532624176978
629,Candidate_36769,0.4472874702804929
630,Candidate_9388,0.5487731996797351
631,Candidate_6347,0.33309025544058746
632,Candidate_3090,0.45817146866820885
633,Candidate_43467,0.33552293778643355
634,Candidate_17366,0.2649949436071502
635,Candidate_21873,0.36045611371129366
636,Candidate_44262,0.3116094593071193
637,Candidate_29822,0.4562103283089351
638,Candidate_9701,0.5418564711635284
639,Candidate_18867,0.5941720953634076
640,Candidate_38457,0.5216769491303318
641,Candidate_52689,0.35498896244721023
642,Candidate_8127,0.5484852261271257
643,Candidate_15919,0.3957290343512598
644,Candidate_53152,0.3658626247932879
645,Candidate_456,0.3441632269813488
646,Candidate_12053,0.18121274600303902
647,Candidate_2296,0.402406476267395
648,Candidate_11464,0.325576615357838
649,Candidate_3375,0.575717352132369
650,Candidate_37611,0.26158698836217525
651,Candidate_13490,0.43887357497490675
652,Candidate_18765,0.34333861345431044
653,Candidate_25797,0.5696931547944469
654,Candidate_25657,0.2644810238621833
655,Candidate_15520,0.4035524098159995
656,Candidate_1989,0.44501806745718403
657,Candidate_11106,0.48566958579770697
658,Candidate_46739,0.39927881314715
659,Candidate_53549,0.38266992606076833
660,Candidate_36461,0.3072906679291196
661,Candidate_6400,0.40776703914786994
662,Candidate_24615,0.5335663486257461
663,Candidate_6915,0.49471206405274426
664,Candidate_33799,0.3353595903152348
665,Candidate_36194,0.31002705592044094
666,Candidate_35839,0.27411176483049327
667,Candidate_2580,0.35087370203402346
668,Candidate_48684,0.4044036622285443
669,Candidate_19499,0.24741005256239665
670,Candidate_27194,0.19790055181573213
671,Candidate_19444,0.40507719245260876
672,Candidate_28279,0.41234902943831087
673,Candidate_50725,0.4580205198928935
674,Candidate_3565,0.5276134436459429
675,Candidate_3337,0.5616516233529261
676,Candidate_39038,0.4559430081975116
677,Candidate_54922,0.5655438232557389
678,Candidate_13023,0.2194707473931277
679,Candidate_18883,0.18393142811704724
680,Candidate_11850,0.39678089813370043
681,Candidate_14553,0.3635883873980918
682,Candidate_46421,0.5089291269245392
683,Candidate_37809,0.28918519678590077
684,Candidate_21832,0.29291563136004395
685,Candidate_6526,0.4455156858053351
686,Candidate_52830,0.1384770564745299
687,Candidate_15417,0.22294092250167524
688,Candidate_4593,0.4012037223811156
689,Candidate_34030,0.2908706524118509
690,Candidate_24406,0.4245022007157693
691,Candidate_37619,0.35788843337022
692,Candidate_16782,0.30985061625368526
693,Candidate_35685,0.3035958821269249
694,Candidate_53186,0.4821176654553516
695,Candidate_23555,0.511436326996744
696,Candidate_10603,0.22901610032085512
697,Candidate_33897,0.18187341791065592
698,Candidate_51840,0.42336384871345933
699,Candidate_30375,0.35275803545453244
700,Candidate_26509,0.48846919583705617
701,Candidate_20938,0.5551041518570945
702,Candidate_11435,0.3491655884191862
703,Candidate_54713,0.4152725839791642
704,Candidate_26361,0.3805855773352557
705,Candidate_37323,0.21125082890852837
706,Candidate_10884,0.5648939161666847
707,Candidate_53619,0.3881171840684022
708,Candidate_44704,0.4311951584099807
709,Candidate_17515,0.21520135984459074
710,Candidate_33911,0.450386886832129
711,Candidate_42003,0.3724266333926948
712,Candidate_24747,0.43228211454393434
713,Candidate_20323,0.5108441350776067
714,Candidate_19095,0.3351071851431445
715,Candidate_49838,0.4353082377692344
716,Candidate_8134,0.5223823615781894
717,Candidate_4700,0.41296668665095326
718,Candidate_54511,0.32117142821617795
719,Candidate_3370,0.29396702225006444
720,Candidate_36176,0.5748186583898356
721,Candidate_53868,0.4705227573973627
722,Candidate_28528,0.3289473268752947
723,Candidate_31678,0.545036388851114
724,Candidate_1909,0.40132225974301305
725,Candidate_14915,0.3701054644152035
726,Candidate_45178,0.3260053395855506
727,Candidate_6601,0.4452414089124865
728,Candidate_28798,0.32684764134858546
729,Candidate_29815,0.5234371438770856
730,Candidate_33151,0.44176119975277195
731,Candidate_3692,0.5196095710388062
732,Candidate_2916,0.4343355843232588
733,Candidate_19984,0.25051349927701955
734,Candidate_28472,0.45818164171394393
735,Candidate_39216,0.3482977439055153
736,Candidate_49912,0.3027786761889262
737,Candidate_22742,0.32715377163592246
